Tanggal,Provinsi,Kasus Aktif
2021-04-02,Jawa Tengah,34827
2021-04-03,Jawa Tengah,34958
2021-04-04,Jawa Tengah,35111
2021-04-05,Jawa Tengah,33415
2021-04-06,Jawa Tengah,33236
2021-04-07,Jawa Tengah,31547
2021-04-08,Jawa Tengah,29586
2021-04-09,Jawa Tengah,27347
2021-04-10,Jawa Tengah,27312
2021-04-11,Jawa Tengah,27139
2021-04-12,Jawa Tengah,26599
2021-04-13,Jawa Tengah,25491
2021-04-14,Jawa Tengah,24406
2021-04-15,Jawa Tengah,23092
2021-04-16,Jawa Tengah,21847
2021-04-17,Jawa Tengah,20545
2021-04-18,Jawa Tengah,19575
2021-04-19,Jawa Tengah,18361
2021-04-20,Jawa Tengah,16653
2021-04-21,Jawa Tengah,15161
2021-04-22,Jawa Tengah,14091
2021-04-23,Jawa Tengah,12849
2021-04-24,Jawa Tengah,12494
2021-04-25,Jawa Tengah,12429
2021-04-26,Jawa Tengah,12533
2021-04-27,Jawa Tengah,12203
2021-04-28,Jawa Tengah,11736
2021-04-29,Jawa Tengah,10839
2021-04-30,Jawa Tengah,10241
2021-05-01,Jawa Tengah,10182
2021-05-02,Jawa Tengah,10263
2021-05-03,Jawa Tengah,10164
2021-05-04,Jawa Tengah,9844
2021-05-05,Jawa Tengah,9726
2021-05-06,Jawa Tengah,9659
2021-05-07,Jawa Tengah,9409
2021-05-08,Jawa Tengah,9091
2021-05-09,Jawa Tengah,8750
2021-05-10,Jawa Tengah,8782
2021-05-11,Jawa Tengah,8461
2021-05-12,Jawa Tengah,8254
2021-05-13,Jawa Tengah,7587
2021-05-14,Jawa Tengah,7277
2021-05-15,Jawa Tengah,7056
2021-05-16,Jawa Tengah,6987
2021-05-17,Jawa Tengah,6820
2021-05-18,Jawa Tengah,6728
2021-05-19,Jawa Tengah,6895
2021-05-20,Jawa Tengah,6949
2021-05-21,Jawa Tengah,7399
2021-05-22,Jawa Tengah,7734
2021-05-23,Jawa Tengah,7816
2021-05-24,Jawa Tengah,7821
2021-05-25,Jawa Tengah,8155
2021-05-26,Jawa Tengah,8429
2021-05-27,Jawa Tengah,8878
2021-05-28,Jawa Tengah,8958
2021-05-29,Jawa Tengah,9328
2021-05-30,Jawa Tengah,10050
2021-05-31,Jawa Tengah,10334
2021-06-01,Jawa Tengah,11040
2021-06-02,Jawa Tengah,11576
2021-06-03,Jawa Tengah,11783
2021-06-04,Jawa Tengah,12045
2021-06-05,Jawa Tengah,13000
2021-06-06,Jawa Tengah,13450
2021-06-07,Jawa Tengah,13652
2021-06-08,Jawa Tengah,14424
2021-06-09,Jawa Tengah,14926
2021-06-10,Jawa Tengah,15812
2021-06-11,Jawa Tengah,16032
2021-06-12,Jawa Tengah,16723
2021-06-13,Jawa Tengah,19122
2021-06-14,Jawa Tengah,19820
2021-06-15,Jawa Tengah,20572
2021-06-16,Jawa Tengah,21209
2021-06-17,Jawa Tengah,21932
2021-06-18,Jawa Tengah,22422
2021-06-19,Jawa Tengah,24026
2021-06-20,Jawa Tengah,25981
2021-06-21,Jawa Tengah,26988
2021-06-22,Jawa Tengah,27686
2021-06-23,Jawa Tengah,28204
2021-06-24,Jawa Tengah,30256
2021-06-25,Jawa Tengah,30322
2021-06-26,Jawa Tengah,32006
2021-06-27,Jawa Tengah,33805
2021-06-28,Jawa Tengah,34391
2021-06-29,Jawa Tengah,35757
2021-06-30,Jawa Tengah,35990
2021-07-01,Jawa Tengah,36759
2021-07-02,Jawa Tengah,37911
2021-07-03,Jawa Tengah,39447
2021-07-04,Jawa Tengah,41364
2021-07-05,Jawa Tengah,43110
2021-07-06,Jawa Tengah,45498
2021-07-07,Jawa Tengah,46039
2021-07-08,Jawa Tengah,47803
2021-07-09,Jawa Tengah,49098
2021-07-10,Jawa Tengah,50944
2021-07-11,Jawa Tengah,50943
2021-07-12,Jawa Tengah,50950
2021-07-13,Jawa Tengah,51618
2021-07-14,Jawa Tengah,53756
2021-07-15,Jawa Tengah,55663
2021-07-16,Jawa Tengah,56943
2021-07-17,Jawa Tengah,60673
2021-07-18,Jawa Tengah,61773
2021-07-19,Jawa Tengah,61869
2021-07-20,Jawa Tengah,60771
2021-07-21,Jawa Tengah,60659
2021-07-22,Jawa Tengah,59513
2021-07-23,Jawa Tengah,59470
2021-07-24,Jawa Tengah,60593
2021-07-25,Jawa Tengah,62175
2021-07-26,Jawa Tengah,61266
2021-07-27,Jawa Tengah,61352
2021-07-28,Jawa Tengah,61140
2021-07-29,Jawa Tengah,58727
2021-07-30,Jawa Tengah,57159
2021-07-31,Jawa Tengah,57147
2021-08-01,Jawa Tengah,56649
2021-08-02,Jawa Tengah,57298
2021-08-03,Jawa Tengah,57659
2021-08-04,Jawa Tengah,55173
2021-08-05,Jawa Tengah,51356
2021-08-06,Jawa Tengah,45972
2021-08-07,Jawa Tengah,46081
2021-08-08,Jawa Tengah,45053
2021-08-09,Jawa Tengah,42751
2021-08-10,Jawa Tengah,40469
2021-08-11,Jawa Tengah,38236
2021-08-12,Jawa Tengah,35694
2021-08-13,Jawa Tengah,35861
2021-08-14,Jawa Tengah,34809
2021-08-15,Jawa Tengah,34519
2021-08-16,Jawa Tengah,33839
2021-08-17,Jawa Tengah,31619
2021-08-18,Jawa Tengah,28393
2021-08-19,Jawa Tengah,27629
2021-08-20,Jawa Tengah,29538
2021-08-21,Jawa Tengah,28949
2021-08-22,Jawa Tengah,28069
2021-08-23,Jawa Tengah,27627
2021-08-24,Jawa Tengah,28006
2021-08-25,Jawa Tengah,27216
2021-08-26,Jawa Tengah,26758
2021-08-27,Jawa Tengah,26735
2021-08-28,Jawa Tengah,26748
2021-08-29,Jawa Tengah,25959
2021-08-30,Jawa Tengah,25483
2021-08-31,Jawa Tengah,24985
2021-09-01,Jawa Tengah,24668
2021-09-02,Jawa Tengah,20699
2021-09-03,Jawa Tengah,19999
2021-09-04,Jawa Tengah,19957
2021-09-05,Jawa Tengah,19901
2021-09-06,Jawa Tengah,19603
2021-09-07,Jawa Tengah,18917
2021-09-08,Jawa Tengah,18496
2021-09-09,Jawa Tengah,18303
2021-09-10,Jawa Tengah,18128
2021-09-11,Jawa Tengah,18030
2021-09-12,Jawa Tengah,16180
2021-09-13,Jawa Tengah,14472
2021-09-14,Jawa Tengah,12708
2021-09-15,Jawa Tengah,11084
2021-09-16,Jawa Tengah,9438
2021-09-17,Jawa Tengah,7735
2021-09-18,Jawa Tengah,6690
2021-09-19,Jawa Tengah,5497
2021-09-20,Jawa Tengah,3885
2021-09-21,Jawa Tengah,3777
2021-09-22,Jawa Tengah,3686
2021-09-23,Jawa Tengah,3755
2021-09-24,Jawa Tengah,3798
2021-09-25,Jawa Tengah,3885
2021-09-26,Jawa Tengah,3872
2021-09-27,Jawa Tengah,3795
2021-09-28,Jawa Tengah,3791
2021-09-29,Jawa Tengah,3684
2021-09-30,Jawa Tengah,3518
2020-03-21,Jawa Timur,25
2020-03-22,Jawa Timur,40
2020-03-23,Jawa Timur,40
2020-03-24,Jawa Timur,50
2020-03-25,Jawa Timur,49
2020-03-26,Jawa Timur,53
2020-03-27,Jawa Timur,54
2020-03-28,Jawa Timur,65
2020-03-29,Jawa Timur,72
2020-03-30,Jawa Timur,67
2020-03-31,Jawa Timur,69
2020-04-01,Jawa Timur,78
2020-04-02,Jawa Timur,71
2020-04-03,Jawa Timur,119
2020-04-04,Jawa Timur,109
2020-04-05,Jawa Timur,144
2020-04-06,Jawa Timur,137
2020-04-07,Jawa Timur,137
2020-04-08,Jawa Timur,134
2020-04-09,Jawa Timur,157
2020-04-10,Jawa Timur,172
2020-04-11,Jawa Timur,178
2020-04-12,Jawa Timur,291
2020-04-13,Jawa Timur,337
2020-04-14,Jawa Timur,358
2020-04-15,Jawa Timur,373
2020-04-16,Jawa Timur,382
2020-04-17,Jawa Timur,382
2020-04-18,Jawa Timur,410
2020-04-19,Jawa Timur,438
2020-04-20,Jawa Timur,436
2020-04-21,Jawa Timur,447
2020-04-22,Jawa Timur,479
2020-04-23,Jawa Timur,492
2020-04-24,Jawa Timur,495
2020-04-25,Jawa Timur,562
2020-04-26,Jawa Timur,560
2020-04-27,Jawa Timur,568
2020-04-28,Jawa Timur,623
2020-04-29,Jawa Timur,625
2020-04-30,Jawa Timur,705
2020-05-01,Jawa Timur,773
2020-05-02,Jawa Timur,766
2020-05-03,Jawa Timur,832
2020-05-04,Jawa Timur,829
2020-05-05,Jawa Timur,874
2020-05-06,Jawa Timur,899
2020-05-07,Jawa Timur,928
2020-05-08,Jawa Timur,931
2020-05-09,Jawa Timur,1051
2020-05-10,Jawa Timur,1129
2020-05-11,Jawa Timur,1143
2020-05-12,Jawa Timur,1256
2020-05-13,Jawa Timur,1335
2020-05-14,Jawa Timur,1418
2020-05-15,Jawa Timur,1449
2020-05-16,Jawa Timur,1620
2020-05-17,Jawa Timur,1646
2020-05-18,Jawa Timur,1750
2020-05-19,Jawa Timur,1780
2020-05-20,Jawa Timur,1881
2020-05-21,Jawa Timur,2354
2020-05-22,Jawa Timur,2460
2020-05-23,Jawa Timur,2898
2020-05-24,Jawa Timur,2915
2020-05-25,Jawa Timur,3105
2020-05-26,Jawa Timur,3136
2020-05-27,Jawa Timur,3300
2020-05-28,Jawa Timur,3431
2020-05-29,Jawa Timur,3499
2020-05-30,Jawa Timur,3652
2020-05-31,Jawa Timur,3852
2020-06-01,Jawa Timur,3856
2020-06-02,Jawa Timur,4018
2020-06-03,Jawa Timur,4090
2020-06-04,Jawa Timur,3882
2020-06-05,Jawa Timur,3896
2020-06-06,Jawa Timur,4011
2020-06-07,Jawa Timur,4056
2020-06-08,Jawa Timur,4312
2020-06-09,Jawa Timur,4435
2020-06-10,Jawa Timur,4595
2020-06-11,Jawa Timur,4757
2020-06-12,Jawa Timur,4981
2020-06-13,Jawa Timur,4891
2020-06-14,Jawa Timur,5001
2020-06-15,Jawa Timur,5193
2020-06-16,Jawa Timur,5346
2020-06-17,Jawa Timur,5501
2020-06-18,Jawa Timur,5794
2020-06-19,Jawa Timur,5817
2020-06-20,Jawa Timur,6089
2020-06-21,Jawa Timur,6038
2020-06-22,Jawa Timur,6274
2020-06-23,Jawa Timur,6459
2020-06-24,Jawa Timur,6553
2020-06-25,Jawa Timur,6545
2020-06-26,Jawa Timur,6676
2020-06-27,Jawa Timur,6746
2020-06-28,Jawa Timur,6957
2020-06-29,Jawa Timur,7051
2020-06-30,Jawa Timur,7231
2020-07-01,Jawa Timur,7196
2020-07-02,Jawa Timur,7356
2020-07-03,Jawa Timur,7441
2020-07-04,Jawa Timur,7727
2020-07-05,Jawa Timur,8101
2020-07-06,Jawa Timur,8272
2020-07-07,Jawa Timur,8408
2020-07-08,Jawa Timur,8546
2020-07-09,Jawa Timur,8777
2020-07-10,Jawa Timur,8762
2020-07-11,Jawa Timur,8818
2020-07-12,Jawa Timur,9109
2020-07-13,Jawa Timur,9042
2020-07-14,Jawa Timur,9022
2020-07-15,Jawa Timur,8638
2020-07-16,Jawa Timur,8347
2020-07-17,Jawa Timur,8178
2020-07-18,Jawa Timur,7816
2020-07-19,Jawa Timur,7565
2020-07-20,Jawa Timur,7395
2020-07-21,Jawa Timur,7302
2020-07-22,Jawa Timur,7137
2020-07-23,Jawa Timur,6800
2020-07-24,Jawa Timur,6846
2020-07-25,Jawa Timur,6729
2020-07-26,Jawa Timur,6632
2020-07-27,Jawa Timur,6524
2020-07-28,Jawa Timur,6414
2020-07-29,Jawa Timur,6202
2020-07-30,Jawa Timur,6031
2020-07-31,Jawa Timur,5976
2020-08-01,Jawa Timur,5728
2020-08-02,Jawa Timur,5717
2020-08-03,Jawa Timur,5707
2020-08-04,Jawa Timur,5754
2020-08-05,Jawa Timur,5763
2020-08-06,Jawa Timur,5566
2020-08-07,Jawa Timur,5438
2020-08-08,Jawa Timur,5381
2020-08-09,Jawa Timur,5403
2020-08-10,Jawa Timur,5315
2020-08-11,Jawa Timur,5222
2020-08-12,Jawa Timur,5164
2020-08-13,Jawa Timur,5060
2020-08-14,Jawa Timur,4996
2020-08-15,Jawa Timur,4956
2020-08-16,Jawa Timur,5041
2020-08-17,Jawa Timur,4947
2020-08-18,Jawa Timur,4864
2020-08-19,Jawa Timur,4736
2020-08-20,Jawa Timur,4674
2020-08-21,Jawa Timur,4688
2020-08-22,Jawa Timur,4582
2020-08-23,Jawa Timur,4511
2020-08-24,Jawa Timur,4487
2020-08-25,Jawa Timur,4475
2020-08-26,Jawa Timur,4428
2020-08-27,Jawa Timur,4424
2020-08-28,Jawa Timur,4583
2020-08-29,Jawa Timur,4898
2020-08-30,Jawa Timur,5115
2020-08-31,Jawa Timur,5034
2020-09-01,Jawa Timur,5034
2020-09-02,Jawa Timur,5076
2020-09-03,Jawa Timur,5079
2020-09-04,Jawa Timur,5116
2020-09-05,Jawa Timur,5136
2020-09-06,Jawa Timur,5045
2020-09-07,Jawa Timur,5076
2020-09-08,Jawa Timur,5003
2020-09-09,Jawa Timur,4995
2020-09-10,Jawa Timur,5127
2020-09-11,Jawa Timur,5176
2020-09-12,Jawa Timur,5169
2020-09-13,Jawa Timur,4785
2020-09-14,Jawa Timur,4726
2020-09-15,Jawa Timur,4734
2020-09-16,Jawa Timur,4729
2020-09-17,Jawa Timur,4746
2020-09-18,Jawa Timur,4678
2020-09-19,Jawa Timur,4608
2020-09-20,Jawa Timur,4509
2020-09-21,Jawa Timur,4511
2020-09-22,Jawa Timur,4424
2020-09-23,Jawa Timur,4289
2020-09-24,Jawa Timur,4174
2020-09-25,Jawa Timur,4102
2020-09-26,Jawa Timur,4025
2020-09-27,Jawa Timur,3827
2020-09-28,Jawa Timur,3713
2020-09-29,Jawa Timur,3580
2020-09-30,Jawa Timur,3494
2020-10-01,Jawa Timur,3455
2020-10-02,Jawa Timur,3360
2020-10-03,Jawa Timur,3302
2020-10-04,Jawa Timur,3215
2020-10-05,Jawa Timur,3145
2020-10-06,Jawa Timur,3112
2020-10-07,Jawa Timur,3125
2020-10-08,Jawa Timur,3114
2020-10-09,Jawa Timur,3098
2020-10-10,Jawa Timur,3093
2020-10-11,Jawa Timur,3069
2020-10-12,Jawa Timur,3040
2020-10-13,Jawa Timur,2983
2020-10-14,Jawa Timur,2935
2020-10-15,Jawa Timur,2878
2020-10-16,Jawa Timur,2804
2020-10-17,Jawa Timur,2706
2020-10-18,Jawa Timur,2680
2020-10-19,Jawa Timur,2563
2020-10-20,Jawa Timur,2536
2020-10-21,Jawa Timur,2524
2020-10-22,Jawa Timur,2432
2020-10-23,Jawa Timur,2374
2020-10-24,Jawa Timur,2341
2020-10-25,Jawa Timur,2351
2020-10-26,Jawa Timur,2331
2020-10-27,Jawa Timur,2352
2020-10-28,Jawa Timur,2345
2020-10-29,Jawa Timur,2343
2020-10-30,Jawa Timur,2332
2020-10-31,Jawa Timur,2319
2020-11-01,Jawa Timur,2241
2020-11-02,Jawa Timur,2202
2020-11-03,Jawa Timur,2194
2020-11-04,Jawa Timur,2170
2020-11-05,Jawa Timur,2166
2020-11-06,Jawa Timur,2168
2020-11-07,Jawa Timur,2156
2020-11-08,Jawa Timur,2162
2020-11-09,Jawa Timur,2140
2020-11-10,Jawa Timur,2091
2020-11-11,Jawa Timur,2055
2020-11-12,Jawa Timur,2063
2020-11-13,Jawa Timur,2067
2020-11-14,Jawa Timur,2068
2020-11-15,Jawa Timur,2015
2020-11-16,Jawa Timur,2018
2020-11-17,Jawa Timur,2172
2020-11-18,Jawa Timur,2268
2020-11-19,Jawa Timur,2458
2020-11-20,Jawa Timur,2496
2020-11-21,Jawa Timur,2563
2020-11-22,Jawa Timur,2533
2020-11-23,Jawa Timur,2471
2020-11-24,Jawa Timur,2637
2020-11-25,Jawa Timur,2724
2020-11-26,Jawa Timur,2784
2020-11-27,Jawa Timur,2814
2020-11-28,Jawa Timur,2841
2020-11-29,Jawa Timur,2937
2020-11-30,Jawa Timur,2986
2020-12-01,Jawa Timur,3012
2020-12-02,Jawa Timur,3045
2020-12-03,Jawa Timur,3240
2020-12-04,Jawa Timur,3433
2020-12-05,Jawa Timur,3504
2020-12-06,Jawa Timur,3659
2020-12-07,Jawa Timur,3729
2020-12-08,Jawa Timur,3693
2020-12-09,Jawa Timur,4015
2020-12-10,Jawa Timur,4103
2020-12-11,Jawa Timur,4299
2020-12-12,Jawa Timur,4498
2020-12-13,Jawa Timur,4592
2020-12-14,Jawa Timur,4734
2020-12-15,Jawa Timur,4660
2020-12-16,Jawa Timur,4831
2020-12-17,Jawa Timur,5065
2020-12-18,Jawa Timur,5238
2020-12-19,Jawa Timur,5422
2020-12-20,Jawa Timur,5292
2020-12-21,Jawa Timur,5475
2020-12-22,Jawa Timur,5538
2020-12-23,Jawa Timur,5662
2020-12-24,Jawa Timur,5778
2020-12-25,Jawa Timur,6002
2020-12-26,Jawa Timur,6086
2020-12-27,Jawa Timur,6184
2020-12-28,Jawa Timur,6221
2020-12-29,Jawa Timur,6153
2020-12-30,Jawa Timur,6077
2020-12-31,Jawa Timur,6190
2021-01-01,Jawa Timur,6201
2021-01-02,Jawa Timur,6066
2021-01-03,Jawa Timur,5997
2021-01-04,Jawa Timur,6038
2021-01-05,Jawa Timur,6132
2021-01-06,Jawa Timur,6224
2021-01-07,Jawa Timur,6247
2021-01-08,Jawa Timur,6457
2021-01-09,Jawa Timur,6627
2021-01-10,Jawa Timur,6601
2021-01-11,Jawa Timur,6801
2021-01-12,Jawa Timur,6865
2021-01-13,Jawa Timur,6864
2021-01-14,Jawa Timur,6998
2021-01-15,Jawa Timur,7265
2021-01-16,Jawa Timur,7640
2021-01-17,Jawa Timur,7572
2021-01-18,Jawa Timur,7520
2021-01-19,Jawa Timur,7589
2021-01-20,Jawa Timur,7636
2021-01-21,Jawa Timur,7742
2021-01-22,Jawa Timur,7933
2021-01-23,Jawa Timur,7942
2021-01-24,Jawa Timur,7839
2021-01-25,Jawa Timur,7826
2021-01-26,Jawa Timur,7886
2021-01-27,Jawa Timur,7953
2021-01-28,Jawa Timur,8067
2021-01-29,Jawa Timur,8008
2021-01-30,Jawa Timur,7844
2021-01-31,Jawa Timur,7767
2021-02-01,Jawa Timur,7436
2021-02-02,Jawa Timur,7340
2021-02-03,Jawa Timur,7119
2021-02-04,Jawa Timur,6945
2021-02-05,Jawa Timur,6823
2021-02-06,Jawa Timur,6736
2021-02-07,Jawa Timur,6480
2021-02-08,Jawa Timur,6194
2021-02-09,Jawa Timur,5891
2021-02-10,Jawa Timur,5752
2021-02-11,Jawa Timur,5917
2021-02-12,Jawa Timur,5488
2021-02-13,Jawa Timur,5337
2021-02-14,Jawa Timur,5137
2021-02-15,Jawa Timur,4794
2021-02-16,Jawa Timur,4634
2021-02-17,Jawa Timur,4583
2021-02-18,Jawa Timur,4441
2021-02-19,Jawa Timur,4371
2021-02-20,Jawa Timur,4347
2021-02-21,Jawa Timur,4185
2021-02-22,Jawa Timur,4041
2021-02-23,Jawa Timur,4031
2021-02-24,Jawa Timur,4023
2021-02-25,Jawa Timur,3924
2021-02-26,Jawa Timur,3898
2021-02-27,Jawa Timur,3802
2021-02-28,Jawa Timur,3634
2021-03-01,Jawa Timur,3488
2021-03-02,Jawa Timur,3340
2021-03-03,Jawa Timur,3223
2021-03-04,Jawa Timur,3103
2021-03-05,Jawa Timur,3012
2021-03-06,Jawa Timur,2922
2021-03-07,Jawa Timur,2802
2021-03-08,Jawa Timur,2675
2021-03-09,Jawa Timur,2608
2021-03-10,Jawa Timur,2584
2021-03-11,Jawa Timur,2528
2021-03-12,Jawa Timur,2485
2021-03-13,Jawa Timur,2414
2021-03-14,Jawa Timur,2373
2021-03-15,Jawa Timur,2291
2021-03-16,Jawa Timur,2235
2021-03-17,Jawa Timur,2189
2021-03-18,Jawa Timur,2181
2021-03-19,Jawa Timur,2147
2021-03-20,Jawa Timur,2114
2021-03-21,Jawa Timur,2122
2021-03-22,Jawa Timur,2074
2021-03-23,Jawa Timur,2015
2021-03-24,Jawa Timur,2047
2021-03-25,Jawa Timur,2141
2021-03-26,Jawa Timur,2161
2021-03-27,Jawa Timur,2064
2021-03-28,Jawa Timur,2078
2021-03-29,Jawa Timur,2020
2021-03-30,Jawa Timur,1998
2021-03-31,Jawa Timur,2023
2021-04-01,Jawa Timur,2024
2021-04-02,Jawa Timur,1994
2021-04-03,Jawa Timur,1953
2021-04-04,Jawa Timur,1945
2021-04-05,Jawa Timur,1876
2021-04-06,Jawa Timur,1856
2021-04-07,Jawa Timur,1924
2021-04-08,Jawa Timur,1965
2021-04-09,Jawa Timur,2010
2021-04-10,Jawa Timur,2034
2021-04-11,Jawa Timur,1997
2021-04-12,Jawa Timur,1979
2021-04-13,Jawa Timur,1973
2021-04-14,Jawa Timur,1977
2021-04-15,Jawa Timur,2017
2021-04-16,Jawa Timur,2041
2021-04-17,Jawa Timur,2050
2021-04-18,Jawa Timur,2051
2021-04-19,Jawa Timur,2039
2021-04-20,Jawa Timur,2051
2021-04-21,Jawa Timur,2097
2021-04-22,Jawa Timur,2130
2021-04-23,Jawa Timur,2143
2021-04-24,Jawa Timur,2152
2021-04-25,Jawa Timur,2155
2021-04-26,Jawa Timur,1715
2021-04-27,Jawa Timur,1683
2021-04-28,Jawa Timur,1697
2021-04-29,Jawa Timur,1746
2021-04-30,Jawa Timur,1775
2021-05-01,Jawa Timur,1785
2021-05-02,Jawa Timur,1756
2021-05-03,Jawa Timur,1699
2021-05-04,Jawa Timur,1722
2021-05-05,Jawa Timur,1741
2021-05-06,Jawa Timur,1722
2021-05-07,Jawa Timur,1652
2021-05-08,Jawa Timur,1651
2021-05-09,Jawa Timur,1668
2021-05-10,Jawa Timur,1640
2021-05-11,Jawa Timur,1673
2021-05-12,Jawa Timur,1675
2021-05-13,Jawa Timur,1661
2021-05-14,Jawa Timur,1614
2021-05-15,Jawa Timur,1542
2021-05-16,Jawa Timur,1526
2021-05-17,Jawa Timur,1435
2021-05-18,Jawa Timur,1411
2021-05-19,Jawa Timur,1437
2021-05-20,Jawa Timur,1432
2021-05-21,Jawa Timur,1491
2021-05-22,Jawa Timur,1512
2021-05-23,Jawa Timur,1524
2021-05-24,Jawa Timur,1525
2021-05-25,Jawa Timur,1537
2021-05-26,Jawa Timur,1648
2021-05-27,Jawa Timur,1660
2021-05-28,Jawa Timur,1681
2021-05-29,Jawa Timur,1714
2021-05-30,Jawa Timur,1754
2021-05-31,Jawa Timur,1748
2021-06-01,Jawa Timur,1782
2021-06-02,Jawa Timur,1789
2021-06-03,Jawa Timur,1818
2021-06-04,Jawa Timur,1841
2021-06-05,Jawa Timur,1879
2021-06-06,Jawa Timur,1946
2021-06-07,Jawa Timur,2023
2021-06-08,Jawa Timur,2131
2021-06-09,Jawa Timur,2283
2021-06-10,Jawa Timur,2449
2021-06-11,Jawa Timur,2599
2021-06-12,Jawa Timur,2731
2021-06-13,Jawa Timur,2915
2021-06-14,Jawa Timur,3008
2021-06-15,Jawa Timur,3221
2021-06-16,Jawa Timur,3621
2021-06-17,Jawa Timur,3951
2021-06-18,Jawa Timur,4235
2021-06-19,Jawa Timur,4544
2021-06-20,Jawa Timur,4856
2021-06-21,Jawa Timur,5158
2021-06-22,Jawa Timur,5480
2021-06-23,Jawa Timur,5880
2021-06-24,Jawa Timur,6380
2021-06-25,Jawa Timur,6794
2021-06-26,Jawa Timur,7155
2021-06-27,Jawa Timur,7483
2021-06-28,Jawa Timur,7939
2021-06-29,Jawa Timur,8379
2021-06-30,Jawa Timur,8840
2021-07-01,Jawa Timur,9468
2021-07-02,Jawa Timur,9987
2021-07-03,Jawa Timur,10708
2021-07-04,Jawa Timur,11358
2021-07-05,Jawa Timur,11885
2021-07-06,Jawa Timur,12494
2021-07-07,Jawa Timur,13842
2021-07-08,Jawa Timur,14937
2021-07-09,Jawa Timur,15572
2021-07-10,Jawa Timur,16412
2021-07-11,Jawa Timur,17118
2021-07-12,Jawa Timur,18020
2021-07-13,Jawa Timur,21979
2021-07-14,Jawa Timur,26996
2021-07-15,Jawa Timur,33027
2021-07-16,Jawa Timur,38288
2021-07-17,Jawa Timur,42221
2021-07-18,Jawa Timur,44566
2021-07-19,Jawa Timur,45765
2021-07-20,Jawa Timur,48569
2021-07-21,Jawa Timur,49046
2021-07-22,Jawa Timur,52219
2021-07-23,Jawa Timur,54697
2021-07-24,Jawa Timur,55612
2021-07-25,Jawa Timur,55191
2021-07-26,Jawa Timur,53487
2021-07-27,Jawa Timur,54514
2021-07-28,Jawa Timur,55944
2021-07-29,Jawa Timur,57126
2021-07-30,Jawa Timur,56990
2021-07-31,Jawa Timur,56194
2021-08-01,Jawa Timur,53547
2021-08-02,Jawa Timur,49855
2021-08-03,Jawa Timur,49263
2021-08-04,Jawa Timur,48762
2021-08-05,Jawa Timur,47875
2021-08-06,Jawa Timur,46978
2021-08-07,Jawa Timur,45565
2021-08-08,Jawa Timur,44271
2021-08-09,Jawa Timur,42454
2021-08-10,Jawa Timur,41272
2021-08-11,Jawa Timur,39451
2021-08-12,Jawa Timur,38165
2021-08-13,Jawa Timur,37706
2021-08-14,Jawa Timur,36173
2021-08-15,Jawa Timur,34123
2021-08-16,Jawa Timur,31662
2021-08-17,Jawa Timur,29780
2021-08-18,Jawa Timur,27827
2021-08-19,Jawa Timur,26908
2021-08-20,Jawa Timur,25866
2021-08-21,Jawa Timur,24416
2021-08-22,Jawa Timur,22832
2021-08-23,Jawa Timur,20434
2021-08-24,Jawa Timur,18636
2021-08-25,Jawa Timur,17359
2021-08-26,Jawa Timur,15922
2021-08-27,Jawa Timur,14800
2021-08-28,Jawa Timur,13784
2021-08-29,Jawa Timur,12695
2021-08-30,Jawa Timur,11563
2021-08-31,Jawa Timur,11091
2021-09-01,Jawa Timur,10593
2021-09-02,Jawa Timur,9797
2021-09-03,Jawa Timur,9389
2021-09-04,Jawa Timur,8710
2021-09-05,Jawa Timur,8209
2021-09-06,Jawa Timur,7520
2021-09-07,Jawa Timur,7121
2021-09-08,Jawa Timur,6729
2021-09-09,Jawa Timur,6344
2021-09-10,Jawa Timur,6023
2021-09-11,Jawa Timur,5850
2021-09-12,Jawa Timur,5572
2021-09-13,Jawa Timur,5171
2021-09-14,Jawa Timur,4909
2021-09-15,Jawa Timur,4636
2021-09-16,Jawa Timur,4289
2021-09-17,Jawa Timur,4005
2021-09-18,Jawa Timur,3742
2021-09-19,Jawa Timur,3484
2021-09-20,Jawa Timur,3191
2021-09-21,Jawa Timur,2956
2021-09-22,Jawa Timur,2870
2021-09-23,Jawa Timur,2640
2021-09-24,Jawa Timur,2484
2021-09-25,Jawa Timur,2314
2021-09-26,Jawa Timur,2237
2021-09-27,Jawa Timur,2028
2021-09-28,Jawa Timur,1947
2021-09-29,Jawa Timur,1886
2021-09-30,Jawa Timur,1811
