Tanggal,Provinsi,Kasus Aktif
2020-09-14,Jawa Barat,6443
2020-09-15,Jawa Barat,6527
2020-09-16,Jawa Barat,6606
2020-09-17,Jawa Barat,6625
2020-09-18,Jawa Barat,6676
2020-09-19,Jawa Barat,6592
2020-09-20,Jawa Barat,6595
2020-09-21,Jawa Barat,7016
2020-09-22,Jawa Barat,6992
2020-09-23,Jawa Barat,7325
2020-09-24,Jawa Barat,7868
2020-09-25,Jawa Barat,7741
2020-09-26,Jawa Barat,7487
2020-09-27,Jawa Barat,7693
2020-09-28,Jawa Barat,7872
2020-09-29,Jawa Barat,8075
2020-09-30,Jawa Barat,8135
2020-10-01,Jawa Barat,8551
2020-10-02,Jawa Barat,8895
2020-10-03,Jawa Barat,9128
2020-10-04,Jawa Barat,9282
2020-10-05,Jawa Barat,8980
2020-10-06,Jawa Barat,9271
2020-10-07,Jawa Barat,9497
2020-10-08,Jawa Barat,9766
2020-10-09,Jawa Barat,9705
2020-10-10,Jawa Barat,9594
2020-10-11,Jawa Barat,9244
2020-10-12,Jawa Barat,9283
2020-10-13,Jawa Barat,9279
2020-10-14,Jawa Barat,9184
2020-10-15,Jawa Barat,9463
2020-10-16,Jawa Barat,9500
2020-10-17,Jawa Barat,9560
2020-10-18,Jawa Barat,9426
2020-10-19,Jawa Barat,9590
2020-10-20,Jawa Barat,9829
2020-10-21,Jawa Barat,9920
2020-10-22,Jawa Barat,10301
2020-10-23,Jawa Barat,10476
2020-10-24,Jawa Barat,10224
2020-10-25,Jawa Barat,10102
2020-10-26,Jawa Barat,10076
2020-10-27,Jawa Barat,9897
2020-10-28,Jawa Barat,9927
2020-10-29,Jawa Barat,9894
2020-10-30,Jawa Barat,9854
2020-10-31,Jawa Barat,9975
2020-11-01,Jawa Barat,9580
2020-11-02,Jawa Barat,9521
2020-11-03,Jawa Barat,9613
2020-11-04,Jawa Barat,9824
2020-11-05,Jawa Barat,10062
2020-11-06,Jawa Barat,10198
2020-11-07,Jawa Barat,10212
2020-11-08,Jawa Barat,10065
2020-11-09,Jawa Barat,9473
2020-11-10,Jawa Barat,9311
2020-11-11,Jawa Barat,9540
2020-11-12,Jawa Barat,9728
2020-11-13,Jawa Barat,10142
2020-11-14,Jawa Barat,10477
2020-11-15,Jawa Barat,9763
2020-11-16,Jawa Barat,9574
2020-11-17,Jawa Barat,9402
2020-11-18,Jawa Barat,8986
2020-11-19,Jawa Barat,8931
2020-11-20,Jawa Barat,8775
2020-11-21,Jawa Barat,8509
2020-11-22,Jawa Barat,8187
2020-11-23,Jawa Barat,7774
2020-11-24,Jawa Barat,7641
2020-11-25,Jawa Barat,7608
2020-11-26,Jawa Barat,7668
2020-11-27,Jawa Barat,7580
2020-11-28,Jawa Barat,7080
2020-11-29,Jawa Barat,6532
2020-11-30,Jawa Barat,6559
2020-12-01,Jawa Barat,6710
2020-12-02,Jawa Barat,7084
2020-12-03,Jawa Barat,8458
2020-12-04,Jawa Barat,9067
2020-12-05,Jawa Barat,9464
2020-12-06,Jawa Barat,9720
2020-12-07,Jawa Barat,9817
2020-12-08,Jawa Barat,9800
2020-12-09,Jawa Barat,10146
2020-12-10,Jawa Barat,10291
2020-12-11,Jawa Barat,10387
2020-12-12,Jawa Barat,10661
2020-12-13,Jawa Barat,10877
2020-12-14,Jawa Barat,10609
2020-12-15,Jawa Barat,10717
2020-12-16,Jawa Barat,11130
2020-12-17,Jawa Barat,11498
2020-12-18,Jawa Barat,11553
2020-12-19,Jawa Barat,12048
2020-12-20,Jawa Barat,11913
2020-12-21,Jawa Barat,11995
2020-12-22,Jawa Barat,12146
2020-12-23,Jawa Barat,12092
2020-12-24,Jawa Barat,12292
2020-12-25,Jawa Barat,12470
2020-12-26,Jawa Barat,12393
2020-12-27,Jawa Barat,12070
2020-12-28,Jawa Barat,11641
2020-12-29,Jawa Barat,11810
2020-12-30,Jawa Barat,11833
2020-12-31,Jawa Barat,11619
2021-01-01,Jawa Barat,11910
2021-01-02,Jawa Barat,12160
2021-01-03,Jawa Barat,12273
2021-01-04,Jawa Barat,12306
2021-01-05,Jawa Barat,12315
2021-01-06,Jawa Barat,12411
2021-01-07,Jawa Barat,12617
2021-01-08,Jawa Barat,13523
2021-01-09,Jawa Barat,14069
2021-01-10,Jawa Barat,14577
2021-01-11,Jawa Barat,14981
2021-01-12,Jawa Barat,15536
2021-01-13,Jawa Barat,16212
2021-01-14,Jawa Barat,17032
2021-01-15,Jawa Barat,19026
2021-01-16,Jawa Barat,20301
2021-01-17,Jawa Barat,20199
2021-01-18,Jawa Barat,20033
2021-01-19,Jawa Barat,20331
2021-01-20,Jawa Barat,20648
2021-01-21,Jawa Barat,20219
2021-01-22,Jawa Barat,21291
2021-01-23,Jawa Barat,20965
2021-01-24,Jawa Barat,21518
2021-01-25,Jawa Barat,22307
2021-01-26,Jawa Barat,23970
2021-01-27,Jawa Barat,25262
2021-01-28,Jawa Barat,27304
2021-01-29,Jawa Barat,28896
2021-01-30,Jawa Barat,30827
2021-01-31,Jawa Barat,31153
2021-02-01,Jawa Barat,31567
2021-02-02,Jawa Barat,31277
2021-02-03,Jawa Barat,31618
2021-02-04,Jawa Barat,31262
2021-02-05,Jawa Barat,30677
2021-02-06,Jawa Barat,31527
2021-02-07,Jawa Barat,31413
2021-02-08,Jawa Barat,29766
2021-02-09,Jawa Barat,28308
2021-02-10,Jawa Barat,27903
2021-02-11,Jawa Barat,27807
2021-02-12,Jawa Barat,26903
2021-02-13,Jawa Barat,26155
2021-02-14,Jawa Barat,25339
2021-02-15,Jawa Barat,25016
2021-02-16,Jawa Barat,26934
2021-02-17,Jawa Barat,28352
2021-02-18,Jawa Barat,29514
2021-02-19,Jawa Barat,30685
2021-02-20,Jawa Barat,30127
2021-02-21,Jawa Barat,29521
2021-02-22,Jawa Barat,30485
2021-02-23,Jawa Barat,32747
2021-02-24,Jawa Barat,33552
2021-02-25,Jawa Barat,34959
2021-02-26,Jawa Barat,36398
2021-02-27,Jawa Barat,36618
2021-02-28,Jawa Barat,36803
2021-03-01,Jawa Barat,36769
2021-03-02,Jawa Barat,36135
2021-03-03,Jawa Barat,35748
2021-03-04,Jawa Barat,36217
2021-03-05,Jawa Barat,36298
2021-03-06,Jawa Barat,36066
2021-03-07,Jawa Barat,36892
2021-03-08,Jawa Barat,36650
2021-03-09,Jawa Barat,37410
2021-03-10,Jawa Barat,37711
2021-03-11,Jawa Barat,34274
2021-03-12,Jawa Barat,33106
2021-03-13,Jawa Barat,32438
2021-03-14,Jawa Barat,32619
2021-03-15,Jawa Barat,32361
2021-03-16,Jawa Barat,31822
2021-03-17,Jawa Barat,28983
2021-03-18,Jawa Barat,29030
2021-03-19,Jawa Barat,29400
2021-03-20,Jawa Barat,28503
2021-03-21,Jawa Barat,27674
2021-03-22,Jawa Barat,27826
2021-03-23,Jawa Barat,27607
2021-03-24,Jawa Barat,26460
2021-03-25,Jawa Barat,26473
2021-03-26,Jawa Barat,25832
2021-03-27,Jawa Barat,25024
2021-03-28,Jawa Barat,24712
2021-03-29,Jawa Barat,24946
2021-03-30,Jawa Barat,24807
2021-03-31,Jawa Barat,25054
2021-04-01,Jawa Barat,24726
2021-04-02,Jawa Barat,24899
2021-04-03,Jawa Barat,24865
2021-04-04,Jawa Barat,24905
2021-04-05,Jawa Barat,25118
2021-04-06,Jawa Barat,25369
2021-04-07,Jawa Barat,25443
2021-04-08,Jawa Barat,24921
2021-04-09,Jawa Barat,25378
2021-04-10,Jawa Barat,25891
2021-04-11,Jawa Barat,25968
2021-04-12,Jawa Barat,27061
2021-04-13,Jawa Barat,27421
2021-04-14,Jawa Barat,28303
2021-04-15,Jawa Barat,28126
2021-04-16,Jawa Barat,28507
2021-04-17,Jawa Barat,28634
2021-04-18,Jawa Barat,28987
2021-04-19,Jawa Barat,29547
2021-04-20,Jawa Barat,30282
2021-04-21,Jawa Barat,28934
2021-04-22,Jawa Barat,28926
2021-04-23,Jawa Barat,28938
2021-04-24,Jawa Barat,28555
2021-04-25,Jawa Barat,28834
2021-04-26,Jawa Barat,29924
2021-04-27,Jawa Barat,30225
2021-04-28,Jawa Barat,30534
2021-04-29,Jawa Barat,30483
2021-04-30,Jawa Barat,30454
2021-05-01,Jawa Barat,30443
2021-05-02,Jawa Barat,30626
2021-05-03,Jawa Barat,30958
2021-05-04,Jawa Barat,30461
2021-05-05,Jawa Barat,30144
2021-05-06,Jawa Barat,29588
2021-05-07,Jawa Barat,30173
2021-05-08,Jawa Barat,30394
2021-05-09,Jawa Barat,30321
2021-05-10,Jawa Barat,29071
2021-05-11,Jawa Barat,29353
2021-05-12,Jawa Barat,29392
2021-05-13,Jawa Barat,29181
2021-05-14,Jawa Barat,29104
2021-05-15,Jawa Barat,29246
2021-05-16,Jawa Barat,29590
2021-05-17,Jawa Barat,29782
2021-05-18,Jawa Barat,29255
2021-05-19,Jawa Barat,28944
2021-05-20,Jawa Barat,28938
2021-05-21,Jawa Barat,28523
2021-05-22,Jawa Barat,28866
2021-05-23,Jawa Barat,29117
2021-05-24,Jawa Barat,29068
2021-05-25,Jawa Barat,29057
2021-05-26,Jawa Barat,29045
2021-05-27,Jawa Barat,29343
2021-05-28,Jawa Barat,29610
2021-05-29,Jawa Barat,29637
2021-05-30,Jawa Barat,29785
2021-05-31,Jawa Barat,29877
2021-06-01,Jawa Barat,28718
2021-06-02,Jawa Barat,26749
2021-06-03,Jawa Barat,20258
2021-06-04,Jawa Barat,19450
2021-06-05,Jawa Barat,19725
2021-06-06,Jawa Barat,20225
2021-06-07,Jawa Barat,21019
2021-06-08,Jawa Barat,21070
2021-06-09,Jawa Barat,21772
2021-06-10,Jawa Barat,21827
2021-06-11,Jawa Barat,21654
2021-06-12,Jawa Barat,21750
2021-06-13,Jawa Barat,22271
2021-06-14,Jawa Barat,22034
2021-06-15,Jawa Barat,22529
2021-06-16,Jawa Barat,23602
2021-06-17,Jawa Barat,25289
2021-06-18,Jawa Barat,26739
2021-06-19,Jawa Barat,27782
2021-06-20,Jawa Barat,28756
2021-06-21,Jawa Barat,30202
2021-06-22,Jawa Barat,32571
2021-06-23,Jawa Barat,34413
2021-06-24,Jawa Barat,35717
2021-06-25,Jawa Barat,38219
2021-06-26,Jawa Barat,40736
2021-06-27,Jawa Barat,43436
2021-06-28,Jawa Barat,46961
2021-06-29,Jawa Barat,49617
2021-06-30,Jawa Barat,51825
2021-07-01,Jawa Barat,56655
2021-07-02,Jawa Barat,59965
2021-07-03,Jawa Barat,63045
2021-07-04,Jawa Barat,65330
2021-07-05,Jawa Barat,70596
2021-07-06,Jawa Barat,74263
2021-07-07,Jawa Barat,79082
2021-07-08,Jawa Barat,83459
2021-07-09,Jawa Barat,85748
2021-07-10,Jawa Barat,86511
2021-07-11,Jawa Barat,89363
2021-07-12,Jawa Barat,92681
2021-07-13,Jawa Barat,95559
2021-07-14,Jawa Barat,101742
2021-07-15,Jawa Barat,107580
2021-07-16,Jawa Barat,110834
2021-07-17,Jawa Barat,115257
2021-07-18,Jawa Barat,119048
2021-07-19,Jawa Barat,121035
2021-07-20,Jawa Barat,124826
2021-07-21,Jawa Barat,123795
2021-07-22,Jawa Barat,126865
2021-07-23,Jawa Barat,128759
2021-07-24,Jawa Barat,129522
2021-07-25,Jawa Barat,129560
2021-07-26,Jawa Barat,128847
2021-07-27,Jawa Barat,127787
2021-07-28,Jawa Barat,127881
2021-07-29,Jawa Barat,127345
2021-07-30,Jawa Barat,126732
2021-07-31,Jawa Barat,123826
2021-08-01,Jawa Barat,122965
2021-08-02,Jawa Barat,118967
2021-08-03,Jawa Barat,118075
2021-08-04,Jawa Barat,116549
2021-08-05,Jawa Barat,111462
2021-08-06,Jawa Barat,107907
2021-08-07,Jawa Barat,105913
2021-08-08,Jawa Barat,89300
2021-08-09,Jawa Barat,82802
2021-08-10,Jawa Barat,79033
2021-08-11,Jawa Barat,73967
2021-08-12,Jawa Barat,71226
2021-08-13,Jawa Barat,65365
2021-08-14,Jawa Barat,65000
2021-08-15,Jawa Barat,64154
2021-08-16,Jawa Barat,62027
2021-08-17,Jawa Barat,59686
2021-08-18,Jawa Barat,56337
2021-08-19,Jawa Barat,52684
2021-08-20,Jawa Barat,52087
2021-08-21,Jawa Barat,51837
2021-08-22,Jawa Barat,51140
2021-08-23,Jawa Barat,50984
2021-08-24,Jawa Barat,41673
2021-08-25,Jawa Barat,33381
2021-08-26,Jawa Barat,27706
2021-08-27,Jawa Barat,26468
2021-08-28,Jawa Barat,25743
2021-08-29,Jawa Barat,24802
2021-08-30,Jawa Barat,22598
2021-08-31,Jawa Barat,21401
2021-09-01,Jawa Barat,20823
2021-09-02,Jawa Barat,16724
2021-09-03,Jawa Barat,15132
2021-09-04,Jawa Barat,13066
2021-09-05,Jawa Barat,12608
2021-09-06,Jawa Barat,11135
2021-09-07,Jawa Barat,8812
2021-09-08,Jawa Barat,8325
2021-09-09,Jawa Barat,8117
2021-09-10,Jawa Barat,7719
2021-09-11,Jawa Barat,7862
2021-09-12,Jawa Barat,7447
2021-09-13,Jawa Barat,6945
2021-09-14,Jawa Barat,6609
2021-09-15,Jawa Barat,5983
2021-09-16,Jawa Barat,5565
2021-09-17,Jawa Barat,5506
2021-09-18,Jawa Barat,5308
2021-09-19,Jawa Barat,4850
2021-09-20,Jawa Barat,4504
2021-09-21,Jawa Barat,4215
2021-09-22,Jawa Barat,3986
2021-09-23,Jawa Barat,3843
2021-09-24,Jawa Barat,3719
2021-09-25,Jawa Barat,3691
2021-09-26,Jawa Barat,3546
2021-09-27,Jawa Barat,3260
2021-09-28,Jawa Barat,3220
2021-09-29,Jawa Barat,3017
2021-09-30,Jawa Barat,2879
2020-03-21,Jawa Tengah,11
2020-03-22,Jawa Tengah,12
2020-03-23,Jawa Tengah,12
2020-03-24,Jawa Tengah,16
2020-03-25,Jawa Tengah,34
2020-03-26,Jawa Tengah,34
2020-03-27,Jawa Tengah,37
2020-03-28,Jawa Tengah,48
2020-03-29,Jawa Tengah,56
2020-03-30,Jawa Tengah,74
2020-03-31,Jawa Tengah,86
2020-04-01,Jawa Tengah,97
2020-04-02,Jawa Tengah,97
2020-04-03,Jawa Tengah,85
2020-04-04,Jawa Tengah,91
2020-04-05,Jawa Tengah,88
2020-04-06,Jawa Tengah,96
2020-04-07,Jawa Tengah,97
2020-04-08,Jawa Tengah,104
2020-04-09,Jawa Tengah,104
2020-04-10,Jawa Tengah,104
2020-04-11,Jawa Tengah,104
2020-04-12,Jawa Tengah,156
2020-04-13,Jawa Tengah,159
2020-04-14,Jawa Tengah,233
2020-04-15,Jawa Tengah,246
2020-04-16,Jawa Tengah,254
2020-04-17,Jawa Tengah,227
2020-04-18,Jawa Tengah,244
2020-04-19,Jawa Tengah,254
2020-04-20,Jawa Tengah,256
2020-04-21,Jawa Tengah,354
2020-04-22,Jawa Tengah,372
2020-04-23,Jawa Tengah,431
2020-04-24,Jawa Tengah,463
2020-04-25,Jawa Tengah,509
2020-04-26,Jawa Tengah,519
2020-04-27,Jawa Tengah,520
2020-04-28,Jawa Tengah,535
2020-04-29,Jawa Tengah,551
2020-04-30,Jawa Tengah,563
2020-05-01,Jawa Tengah,574
2020-05-02,Jawa Tengah,593
2020-05-03,Jawa Tengah,602
2020-05-04,Jawa Tengah,624
2020-05-05,Jawa Tengah,655
2020-05-06,Jawa Tengah,682
2020-05-07,Jawa Tengah,695
2020-05-08,Jawa Tengah,707
2020-05-09,Jawa Tengah,720
2020-05-10,Jawa Tengah,739
2020-05-11,Jawa Tengah,685
2020-05-12,Jawa Tengah,694
2020-05-13,Jawa Tengah,728
2020-05-14,Jawa Tengah,771
2020-05-15,Jawa Tengah,805
2020-05-16,Jawa Tengah,823
2020-05-17,Jawa Tengah,840
2020-05-18,Jawa Tengah,843
2020-05-19,Jawa Tengah,853
2020-05-20,Jawa Tengah,869
2020-05-21,Jawa Tengah,892
2020-05-22,Jawa Tengah,909
2020-05-23,Jawa Tengah,963
2020-05-24,Jawa Tengah,980
2020-05-25,Jawa Tengah,981
2020-05-26,Jawa Tengah,970
2020-05-27,Jawa Tengah,981
2020-05-28,Jawa Tengah,990
2020-05-29,Jawa Tengah,944
2020-05-30,Jawa Tengah,941
2020-05-31,Jawa Tengah,972
2020-06-01,Jawa Tengah,977
2020-06-02,Jawa Tengah,991
2020-06-03,Jawa Tengah,1013
2020-06-04,Jawa Tengah,1036
2020-06-05,Jawa Tengah,1054
2020-06-06,Jawa Tengah,1079
2020-06-07,Jawa Tengah,1099
2020-06-08,Jawa Tengah,1116
2020-06-09,Jawa Tengah,1063
2020-06-10,Jawa Tengah,1084
2020-06-11,Jawa Tengah,1098
2020-06-12,Jawa Tengah,1092
2020-06-13,Jawa Tengah,1134
2020-06-14,Jawa Tengah,1226
2020-06-15,Jawa Tengah,1289
2020-06-16,Jawa Tengah,1315
2020-06-17,Jawa Tengah,1365
2020-06-18,Jawa Tengah,1381
2020-06-19,Jawa Tengah,1428
2020-06-20,Jawa Tengah,1506
2020-06-21,Jawa Tengah,1583
2020-06-22,Jawa Tengah,1603
2020-06-23,Jawa Tengah,1598
2020-06-24,Jawa Tengah,1662
2020-06-25,Jawa Tengah,1740
2020-06-26,Jawa Tengah,1917
2020-06-27,Jawa Tengah,2092
2020-06-28,Jawa Tengah,2266
2020-06-29,Jawa Tengah,2421
2020-06-30,Jawa Tengah,2524
2020-07-01,Jawa Tengah,2587
2020-07-02,Jawa Tengah,2632
2020-07-03,Jawa Tengah,2716
2020-07-04,Jawa Tengah,2761
2020-07-05,Jawa Tengah,2904
2020-07-06,Jawa Tengah,2956
2020-07-07,Jawa Tengah,3041
2020-07-08,Jawa Tengah,3171
2020-07-09,Jawa Tengah,3261
2020-07-10,Jawa Tengah,3213
2020-07-11,Jawa Tengah,3263
2020-07-12,Jawa Tengah,3298
2020-07-13,Jawa Tengah,3368
2020-07-14,Jawa Tengah,3418
2020-07-15,Jawa Tengah,3541
2020-07-16,Jawa Tengah,3666
2020-07-17,Jawa Tengah,3546
2020-07-18,Jawa Tengah,3562
2020-07-19,Jawa Tengah,3419
2020-07-20,Jawa Tengah,3437
2020-07-21,Jawa Tengah,3443
2020-07-22,Jawa Tengah,3562
2020-07-23,Jawa Tengah,3667
2020-07-24,Jawa Tengah,3651
2020-07-25,Jawa Tengah,3732
2020-07-26,Jawa Tengah,3698
2020-07-27,Jawa Tengah,3783
2020-07-28,Jawa Tengah,3740
2020-07-29,Jawa Tengah,3764
2020-07-30,Jawa Tengah,3536
2020-07-31,Jawa Tengah,3573
2020-08-01,Jawa Tengah,3402
2020-08-02,Jawa Tengah,3307
2020-08-03,Jawa Tengah,3282
2020-08-04,Jawa Tengah,3242
2020-08-05,Jawa Tengah,3221
2020-08-06,Jawa Tengah,3142
2020-08-07,Jawa Tengah,3171
2020-08-08,Jawa Tengah,3180
2020-08-09,Jawa Tengah,3255
2020-08-10,Jawa Tengah,3164
2020-08-11,Jawa Tengah,3157
2020-08-12,Jawa Tengah,3185
2020-08-13,Jawa Tengah,3272
2020-08-14,Jawa Tengah,3402
2020-08-15,Jawa Tengah,3468
2020-08-16,Jawa Tengah,3568
2020-08-17,Jawa Tengah,3557
2020-08-18,Jawa Tengah,3570
2020-08-19,Jawa Tengah,3563
2020-08-20,Jawa Tengah,3591
2020-08-21,Jawa Tengah,3582
2020-08-22,Jawa Tengah,3523
2020-08-23,Jawa Tengah,3641
2020-08-24,Jawa Tengah,3691
2020-08-25,Jawa Tengah,3744
2020-08-26,Jawa Tengah,3703
2020-08-27,Jawa Tengah,3707
2020-08-28,Jawa Tengah,3801
2020-08-29,Jawa Tengah,3881
2020-08-30,Jawa Tengah,3922
2020-08-31,Jawa Tengah,3993
2020-09-01,Jawa Tengah,4058
2020-09-02,Jawa Tengah,4091
2020-09-03,Jawa Tengah,4180
2020-09-04,Jawa Tengah,4245
2020-09-05,Jawa Tengah,4208
2020-09-06,Jawa Tengah,4249
2020-09-07,Jawa Tengah,4344
2020-09-08,Jawa Tengah,4427
2020-09-09,Jawa Tengah,4536
2020-09-10,Jawa Tengah,4761
2020-09-11,Jawa Tengah,5128
2020-09-12,Jawa Tengah,5352
2020-09-13,Jawa Tengah,5518
2020-09-14,Jawa Tengah,5439
2020-09-15,Jawa Tengah,5438
2020-09-16,Jawa Tengah,5640
2020-09-17,Jawa Tengah,5687
2020-09-18,Jawa Tengah,5457
2020-09-19,Jawa Tengah,5285
2020-09-20,Jawa Tengah,5279
2020-09-21,Jawa Tengah,5176
2020-09-22,Jawa Tengah,4956
2020-09-23,Jawa Tengah,4822
2020-09-24,Jawa Tengah,4542
2020-09-25,Jawa Tengah,4589
2020-09-26,Jawa Tengah,4727
2020-09-27,Jawa Tengah,4864
2020-09-28,Jawa Tengah,4959
2020-09-29,Jawa Tengah,4962
2020-09-30,Jawa Tengah,4987
2020-10-01,Jawa Tengah,5094
2020-10-02,Jawa Tengah,5218
2020-10-03,Jawa Tengah,5385
2020-10-04,Jawa Tengah,5513
2020-10-05,Jawa Tengah,5673
2020-10-06,Jawa Tengah,5725
2020-10-07,Jawa Tengah,5834
2020-10-08,Jawa Tengah,5902
2020-10-09,Jawa Tengah,6094
2020-10-10,Jawa Tengah,6217
2020-10-11,Jawa Tengah,6322
2020-10-12,Jawa Tengah,6274
2020-10-13,Jawa Tengah,6440
2020-10-14,Jawa Tengah,5819
2020-10-15,Jawa Tengah,4040
2020-10-16,Jawa Tengah,4078
2020-10-17,Jawa Tengah,4164
2020-10-18,Jawa Tengah,4125
2020-10-19,Jawa Tengah,4084
2020-10-20,Jawa Tengah,3913
2020-10-21,Jawa Tengah,3894
2020-10-22,Jawa Tengah,4033
2020-10-23,Jawa Tengah,4119
2020-10-24,Jawa Tengah,3953
2020-10-25,Jawa Tengah,3938
2020-10-26,Jawa Tengah,3775
2020-10-27,Jawa Tengah,3762
2020-10-28,Jawa Tengah,3743
2020-10-29,Jawa Tengah,3872
2020-10-30,Jawa Tengah,3753
2020-10-31,Jawa Tengah,4073
2020-11-01,Jawa Tengah,4188
2020-11-02,Jawa Tengah,4064
2020-11-03,Jawa Tengah,4064
2020-11-04,Jawa Tengah,4234
2020-11-05,Jawa Tengah,4249
2020-11-06,Jawa Tengah,4557
2020-11-07,Jawa Tengah,4717
2020-11-08,Jawa Tengah,5090
2020-11-09,Jawa Tengah,5402
2020-11-10,Jawa Tengah,5835
2020-11-11,Jawa Tengah,5675
2020-11-12,Jawa Tengah,5933
2020-11-13,Jawa Tengah,6939
2020-11-14,Jawa Tengah,7891
2020-11-15,Jawa Tengah,8665
2020-11-16,Jawa Tengah,9027
2020-11-17,Jawa Tengah,9277
2020-11-18,Jawa Tengah,9366
2020-11-19,Jawa Tengah,9469
2020-11-20,Jawa Tengah,9571
2020-11-21,Jawa Tengah,9975
2020-11-22,Jawa Tengah,9809
2020-11-23,Jawa Tengah,10494
2020-11-24,Jawa Tengah,11109
2020-11-25,Jawa Tengah,11746
2020-11-26,Jawa Tengah,12002
2020-11-27,Jawa Tengah,12534
2020-11-28,Jawa Tengah,13173
2020-11-29,Jawa Tengah,14376
2020-11-30,Jawa Tengah,13963
2020-12-01,Jawa Tengah,14210
2020-12-02,Jawa Tengah,14525
2020-12-03,Jawa Tengah,14951
2020-12-04,Jawa Tengah,15504
2020-12-05,Jawa Tengah,15890
2020-12-06,Jawa Tengah,16238
2020-12-07,Jawa Tengah,16538
2020-12-08,Jawa Tengah,16878
2020-12-09,Jawa Tengah,17418
2020-12-10,Jawa Tengah,17750
2020-12-11,Jawa Tengah,18434
2020-12-12,Jawa Tengah,19030
2020-12-13,Jawa Tengah,19686
2020-12-14,Jawa Tengah,19674
2020-12-15,Jawa Tengah,19538
2020-12-16,Jawa Tengah,19076
2020-12-17,Jawa Tengah,19377
2020-12-18,Jawa Tengah,19334
2020-12-19,Jawa Tengah,20077
2020-12-20,Jawa Tengah,20710
2020-12-21,Jawa Tengah,21172
2020-12-22,Jawa Tengah,21450
2020-12-23,Jawa Tengah,21800
2020-12-24,Jawa Tengah,22217
2020-12-25,Jawa Tengah,22006
2020-12-26,Jawa Tengah,22476
2020-12-27,Jawa Tengah,22580
2020-12-28,Jawa Tengah,22805
2020-12-29,Jawa Tengah,22976
2020-12-30,Jawa Tengah,23409
2020-12-31,Jawa Tengah,23745
2021-01-01,Jawa Tengah,24034
2021-01-02,Jawa Tengah,23995
2021-01-03,Jawa Tengah,24386
2021-01-04,Jawa Tengah,24351
2021-01-05,Jawa Tengah,23745
2021-01-06,Jawa Tengah,23707
2021-01-07,Jawa Tengah,23802
2021-01-08,Jawa Tengah,23957
2021-01-09,Jawa Tengah,24688
2021-01-10,Jawa Tengah,25573
2021-01-11,Jawa Tengah,25800
2021-01-12,Jawa Tengah,25719
2021-01-13,Jawa Tengah,26370
2021-01-14,Jawa Tengah,26638
2021-01-15,Jawa Tengah,27833
2021-01-16,Jawa Tengah,28940
2021-01-17,Jawa Tengah,30552
2021-01-18,Jawa Tengah,30848
2021-01-19,Jawa Tengah,31642
2021-01-20,Jawa Tengah,32819
2021-01-21,Jawa Tengah,33574
2021-01-22,Jawa Tengah,34686
2021-01-23,Jawa Tengah,35977
2021-01-24,Jawa Tengah,37462
2021-01-25,Jawa Tengah,36478
2021-01-26,Jawa Tengah,36368
2021-01-27,Jawa Tengah,36407
2021-01-28,Jawa Tengah,36486
2021-01-29,Jawa Tengah,37580
2021-01-30,Jawa Tengah,38521
2021-01-31,Jawa Tengah,39459
2021-02-01,Jawa Tengah,38365
2021-02-02,Jawa Tengah,38038
2021-02-03,Jawa Tengah,38803
2021-02-04,Jawa Tengah,39712
2021-02-05,Jawa Tengah,41067
2021-02-06,Jawa Tengah,42543
2021-02-07,Jawa Tengah,43498
2021-02-08,Jawa Tengah,43264
2021-02-09,Jawa Tengah,43499
2021-02-10,Jawa Tengah,43398
2021-02-11,Jawa Tengah,43620
2021-02-12,Jawa Tengah,44110
2021-02-13,Jawa Tengah,44207
2021-02-14,Jawa Tengah,44569
2021-02-15,Jawa Tengah,45198
2021-02-16,Jawa Tengah,45983
2021-02-17,Jawa Tengah,46609
2021-02-18,Jawa Tengah,46873
2021-02-19,Jawa Tengah,47599
2021-02-20,Jawa Tengah,47930
2021-02-21,Jawa Tengah,48177
2021-02-22,Jawa Tengah,48058
2021-02-23,Jawa Tengah,48094
2021-02-24,Jawa Tengah,48712
2021-02-25,Jawa Tengah,48231
2021-02-26,Jawa Tengah,47635
2021-02-27,Jawa Tengah,45699
2021-02-28,Jawa Tengah,43280
2021-03-01,Jawa Tengah,43030
2021-03-02,Jawa Tengah,43187
2021-03-03,Jawa Tengah,42389
2021-03-04,Jawa Tengah,42259
2021-03-05,Jawa Tengah,42906
2021-03-06,Jawa Tengah,43444
2021-03-07,Jawa Tengah,43263
2021-03-08,Jawa Tengah,41749
2021-03-09,Jawa Tengah,40732
2021-03-10,Jawa Tengah,40364
2021-03-11,Jawa Tengah,40275
2021-03-12,Jawa Tengah,39989
2021-03-13,Jawa Tengah,39920
2021-03-14,Jawa Tengah,39956
2021-03-15,Jawa Tengah,40070
2021-03-16,Jawa Tengah,39223
2021-03-17,Jawa Tengah,39093
2021-03-18,Jawa Tengah,38797
2021-03-19,Jawa Tengah,38502
2021-03-20,Jawa Tengah,38411
2021-03-21,Jawa Tengah,38406
2021-03-22,Jawa Tengah,37392
2021-03-23,Jawa Tengah,37092
2021-03-24,Jawa Tengah,36301
2021-03-25,Jawa Tengah,36269
2021-03-26,Jawa Tengah,35983
2021-03-27,Jawa Tengah,36030
2021-03-28,Jawa Tengah,36130
2021-03-29,Jawa Tengah,35583
2021-03-30,Jawa Tengah,35088
2021-03-31,Jawa Tengah,34907
2021-04-01,Jawa Tengah,34736
